image_file,field,Gemini_value,Azure DI_value,Gemini_normalised,Azure DI_normalised,status,similarity,Azure DI_field_confidence,chosen_value,reason
batch1-0378.jpg,vat,"11,99","$ 11,99",11.99,11.99,match,1.0,0.819,"11,99",both readers agree
batch1-0378.jpg,gross_worth,"131,92","$ 131,92",131.92,131.92,match,1.0,0.936,"131,92",both readers agree
batch1-0379.jpg,seller_name,"Howell, Underwood and Davis","Howell, Underwood and Davis",howell underwood and davis,howell underwood and davis,match,1.0,0.921,"Howell, Underwood and Davis",both readers agree
batch1-0379.jpg,seller_tax_id,989-83-0730,,989830730,,one_missing,0.0,,989-83-0730,only Gemini found a value (uncorroborated)
batch1-0379.jpg,client_name,Gardner LLC,Gardner LLC,gardner,gardner,match,1.0,0.938,Gardner LLC,both readers agree
batch1-0379.jpg,client_tax_id,948-94-1459,948-94-1459,948941459,948941459,match,1.0,0.415,948-94-1459,both readers agree
batch1-0379.jpg,invoice_number,59051048,59051048,59051048,59051048,match,1.0,0.968,59051048,both readers agree
batch1-0379.jpg,invoice_date,12/12/2015,12/12/2015,2015-12-12,2015-12-12,match,1.0,0.965,12/12/2015,both readers agree
batch1-0379.jpg,net_worth,"267,52","$ 267,52",267.52,267.52,match,1.0,0.819,"267,52",both readers agree
batch1-0379.jpg,vat,"26,75","$ 26,75",26.75,26.75,match,1.0,0.923,"26,75",both readers agree
batch1-0379.jpg,gross_worth,"294,27","$ 294,27",294.27,294.27,match,1.0,0.93,"294,27",both readers agree
batch1-0380.jpg,seller_name,Montgomery LLC,Montgomery LLC,montgomery,montgomery,match,1.0,0.94,Montgomery LLC,both readers agree
batch1-0380.jpg,seller_tax_id,924-83-8802,,924838802,,one_missing,0.0,,924-83-8802,only Gemini found a value (uncorroborated)
batch1-0380.jpg,client_name,Campbell-Flores,Campbell-Flores,campbell flores,campbell flores,match,1.0,0.948,Campbell-Flores,both readers agree
batch1-0380.jpg,client_tax_id,999-80-5625,999-80-5625,999805625,999805625,match,1.0,0.415,999-80-5625,both readers agree
batch1-0380.jpg,invoice_number,13310164,13310164,13310164,13310164,match,1.0,0.969,13310164,both readers agree
batch1-0380.jpg,invoice_date,01/16/2020,01/16/2020,2020-01-16,2020-01-16,match,1.0,0.968,01/16/2020,both readers agree
batch1-0380.jpg,net_worth,"17 045,00","$ 17 045,00",17045.00,17045.00,match,1.0,0.889,"17 045,00",both readers agree
batch1-0380.jpg,vat,"1 704,50","$ 1 704,50",1704.50,1704.50,match,1.0,0.917,"1 704,50",both readers agree
batch1-0380.jpg,gross_worth,"18 749,50","$ 18 749,50",18749.50,18749.50,match,1.0,0.918,"18 749,50",both readers agree
